type	from_id	from_name	post_message	picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes	likes_count_fb	comments_count_fb	comments_all	comments_base	comments_replies	shares	comment_likes	engagement	post_id	post_link
status	5fded225abc3367309e92d85d7b3a40bff196dcb	103de9e9933987ec154227e4678885a549e5bb20	Hola!!! Pessoal_ nosotros del Sinergia da Diversidad_ necesitamos de ayuda de los cibernéticos.. Estamos organizando todo nuestro material produzido para compartir y invitarlos a utilizarém los datos y quizás hacer analises. A pregunta es: cuál es el mejor sítio virtual_ libre_ politicamente correcto que podremos utilizar? <3 <3				2015-12-06T17:16:03+0000	1449422163	2015-12-06 18:16:03	5	5	4	4	3	1	0	1	10	1645390789044342_1648102372106517	https://www.facebook.com/groups/1645390789044342/permalink/1648102372106517/
status	e0a076971fe0db66d68ef83bef59a27b573ade2b	8e4f6a06c7146ff818fdcc9ad4ab8c9c0850f0e1	Noite feliz_ com a primeira visita do LABiC em minha casa! Que venham todos! #labicbr #labicbrparalelo				2015-12-08T03:15:40+0000	1449544540	2015-12-08 04:15:40	23	23	0	0	0	0	0	0	23	1645390789044342_1648447602071994	https://www.facebook.com/groups/1645390789044342/permalink/1648447602071994/
video	6fb475ad24690423045aaa2c7f2b663c22f0caea	d24b20bfae72b16a43b2a8807acd7b3ac2726479	https://www.youtube.com/watch?v=q3sR65O8lm4&list=PLBEcWL6RzBXxSsVFzyoTrg7XEtT6hrBjJ&index=5   ¡Qué bien Gilberto!	https://external.xx.fbcdn.net/safe_image.php?d=AQBFZJHB4RTQFZ-u&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2Fq3sR65O8lm4%2Fhqdefault.jpg&cfs=1&sx=120&sy=0&sw=360&sh=360	https://www.youtube.com/watch?v=q3sR65O8lm4&list=PLBEcWL6RzBXxSsVFzyoTrg7XEtT6hrBjJ&index=5	youtube.com	2015-12-04T23:29:18+0000	1449271758	2015-12-05 00:29:18	11	11	1	1	1	0	1	2	15	1645390789044342_1647646968818724	https://www.facebook.com/groups/1645390789044342/permalink/1647646968818724/
status	ce5ade29dd90143c3ea8153e9e09c6c19425b494	ba5b4e1f0057bf0f8f6f95cd843bc320e077287c	ANUNCIO ALPHA!  1. Extrañando a toda la galera del #LaBicBR qué vamos hacer con todos estos amores?? Trabajar en cosas grandes.   2. Que tal sería crear un Sitio Web 2.0 donde podamos crear perfiles-chatear-subir y compartir información que pueda quedar vigente_ actualizada y dentro un servidor propio y asi aprovechar la conexión que tenemos ahora y le damos un sentido a este espacio.  3. Quien se apunta. ya Ivo Santiago Beracasa dice que si... xD  4. Propongan qué podemos hacer?   5. 103 Cerebros_ 412 Extremidades es mucho lo que pueden hacer.				2015-12-02T22:45:30+0000	1449096330	2015-12-02 23:45:30	28	29	23	23	13	10	0	32	83	1645390789044342_1647132435536844	https://www.facebook.com/groups/1645390789044342/permalink/1647132435536844/
link	3f1c697aa03b6dfd46eea133deb938fd9c8d2de4	65fddb92676c7904276e238049a6491336109a03		https://external.xx.fbcdn.net/safe_image.php?d=AQAxqM1A4wwmc1u3&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FY7j0mba2WqA%2Fmqdefault.jpg&cfs=1&sx=86&sy=0&sw=180&sh=180	https://www.youtube.com/attribution_link?a=EBR5xXRLpaE&u=%2Fplaylist%3Flist%3DPLBEcWL6RzBXxSsVFzyoTrg7XEtT6hrBjJ	youtube.com	2015-12-04T23:30:22+0000	1449271822	2015-12-05 00:30:22	17	18	0	0	0	0	1	0	18	1645390789044342_1647647102152044	https://www.facebook.com/groups/1645390789044342/permalink/1647647102152044/
photo	bc41155588fca8cbd400c86ae6f87ef2bc43f4d5	5fc080d7ed227263466d8aec3fe4a9fa05749780	Jardins suspensos da babilônia! Yeahhhh	https://scontent.xx.fbcdn.net/hphotos-xpt1/v/t1.0-0/s130x130/12314037_981108265288769_5260321414722174318_n.jpg?oh=140f24c6c8610752337e73ec7269ef29&oe=56D460A0	https://www.facebook.com/photo.php?fbid=981108265288769&set=gm.1647523208831100&type=3	facebook.com	2015-12-04T13:04:49+0000	1449234289	2015-12-04 14:04:49	31	31	2	2	2	0	0	0	33	1645390789044342_1647523208831100	https://www.facebook.com/groups/1645390789044342/permalink/1647523208831100/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	Deivi Kuhn_ pode compartilhar conosco os dados que tem soltado pelo Serpro? Fiquei instigado para gamificá-los e repassei a ideia p Luis Felipe Coimbra Costa.				2015-12-04T16:55:14+0000	1449248114	2015-12-04 17:55:14	6	6	1	1	1	0	0	0	7	1645390789044342_1647573475492740	https://www.facebook.com/groups/1645390789044342/permalink/1647573475492740/
link	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	Estimad@s_ estou publicando dados sociais ligados e abertos para dar suporte à pesquisa científica. Publiquei dados do FB_ IRC e Twitter_ Participabr_ Cidade Democrática_ AA e devo publicar ao menos também algumas listas de email e talvez tb algo do LinkedIn e Diaspora. Ex: estes RDFs dos tweets com a hashtag #arenaNETmundial: https://github.com/OpenLinkedSocialData/arenaNETmundial_tw To armando uns streamers para levantar ao menos mais uns 5 datasets de Tweets. Caso alguém já tenha na manga alguma coleção de tweets_ podemos poupar tempo e combinar esforços. tx++	https://external.xx.fbcdn.net/safe_image.php?d=AQAD5oGMZV-uy0FU&w=130&h=130&url=https%3A%2F%2Favatars1.githubusercontent.com%2Fu%2F116125%3Fv%3D3%26s%3D400&cfs=1	https://github.com/ttm/arenaNETmundial_tw	github.com	2015-12-02T12:52:04+0000	1449060724	2015-12-02 13:52:04	10	11	1	1	1	0	0	0	11	1645390789044342_1647040508879370	https://www.facebook.com/groups/1645390789044342/permalink/1647040508879370/
photo	78e439ea167e0bdbf519903ff194d5382173644b	6e6ea31ad649f9b750e86fc53d9abeebc90ed7dc	1. Screenshot / Captura de Tela (pegar a fotinha da miga pra tirar onda com ela);  2. Fontlab (pra fazer uma piada com a cara da senhorita);  3. Photoresizer (pra reduzir a imagem_ um lado de 512 px e o outro igual ou menor);  4. Eraser pra tirar o fundo;  5. Clicar em Stickers_ no menu de configurações do Telegram e seguir as instruções dadas pelo bot no chat que irá abrir.  6. Zoar a miga (só o suficiente pra continuar miga).  Bom dia!   Caio Lucena Laura Moraes	https://scontent.xx.fbcdn.net/hphotos-xlp1/v/t34.0-0/s130x130/12308913_10204807470017575_1831079295_n.jpg?oh=2da2e73e065ee94d1fe71c1dc833e248&oe=566AF497	https://www.facebook.com/photo.php?fbid=10204807771385109&set=gm.1647008225549265&type=3	facebook.com	2015-12-02T09:05:32+0000	1449047132	2015-12-02 10:05:32	26	26	10	10	7	3	0	11	47	1645390789044342_1647008225549265	https://www.facebook.com/groups/1645390789044342/permalink/1647008225549265/
event	c89f9b707fa29d407d7c53dcd2e3345ad850d462	09b6c1cabf82b678ed2a66e8c2b4fd6071ae9eac	Amigos do LABIC_ para os que ainda estiverem no Rio_ convido para verem e participarem do jogo OUR MOVE em ação. Já joguei e mediei essa ferramenta incrível criado pela artista sueca Andrea Hvistendahl. Fiquei tão encantada pelo jogo_ que movemos _mundos e fundos_ para trazê-la para participar dos Encontros Carbônicos (com o apoio fianceiro da Embaixada da Suécia_ através do apoio institucional importantíssimo do Ministério da Cultura do Brasil). Essa será uma experiência especialmente transformadora para todos nós que pensamos a cidadania e a democracia! Fica o convite_ será um prazer imenso revê-los por lá!   (se animar de ir_ me avisa!) :)   Encontros Carbônicos 2015 Nos dias 12 e 13 de dezembro (sábado e domingo) às 17h30 temos o prazer de convidar para as sessões do jogo OUR MOVE_ uma obra da artista sueca Andrea Hvistendahl.  Andrea estará presente para mediar as sessões do jogo_ que serão interativas e públicas.  _Our Move (OM) é um jogo de grupo dinâmico_ um método e uma obra de arte interativa_ que pode ser usado de diversas maneiras. Com OM os participantes podem visualizar como grupos de pessoas afetam e são afetados em diferentes situações_ eventos_ tempos_ lugares e assuntos. O jogo gera conversas e reflexões entre os participantes enquanto estes definem as diferentes condições dos grupos_ relações e valores (incluindo os dos próprios jogadores). OM é um modo de entender o comportamento humano e o complexo curso de acontecimentos e sistemas. Não existe certo ou errado (ou modos de vencer). OM propicia diferentes resultados dependendo dos temas e grupos escolhidos pelos participantes_ níveis de comprometimento e o que sabem sobre o assunto discutido. OM é um exercício de democracia. Assuntos e resultados gerais são consequências de uma construção mútua e consensual entre os participantes. A cada vez que é jogado_ OM cria uma obra de arte única._	https://scontent.xx.fbcdn.net/hphotos-xft1/v/t1.0-0/c32.0.130.130/p130x130/12348174_1060882393935586_1934814590056448931_n.jpg?oh=1098e5655975e40580f6e08ecff35daf&oe=56DD5585	https://www.facebook.com/events/968389379922184/	facebook.com	2015-12-04T15:57:48+0000	1449244668	2015-12-04 16:57:48	11	11	0	0	0	0	0	0	11	1645390789044342_1647563448827076	https://www.facebook.com/groups/1645390789044342/permalink/1647563448827076/
photo	bc41155588fca8cbd400c86ae6f87ef2bc43f4d5	5fc080d7ed227263466d8aec3fe4a9fa05749780	Los cabezas de neumáticos!	https://scontent.xx.fbcdn.net/hphotos-xap1/v/t1.0-0/s130x130/12345408_980690415330554_3450606675228292358_n.jpg?oh=fa7478eb7eddff5066358cd9fe87ea15&oe=571CC132	https://www.facebook.com/photo.php?fbid=980690415330554&set=gm.1647318195518268&type=3	facebook.com	2015-12-03T18:50:24+0000	1449168624	2015-12-03 19:50:24	16	16	1	1	1	0	0	0	17	1645390789044342_1647318195518268	https://www.facebook.com/groups/1645390789044342/permalink/1647318195518268/
photo	bc41155588fca8cbd400c86ae6f87ef2bc43f4d5	5fc080d7ed227263466d8aec3fe4a9fa05749780	El maestro de todas las tardes (y)	https://scontent.xx.fbcdn.net/hphotos-xal1/v/t1.0-0/s130x130/12342577_981099408622988_3850544540298338615_n.jpg?oh=ef7715b419dc07bab75b64dba156723a&oe=571A88C3	https://www.facebook.com/photo.php?fbid=981099408622988&set=gm.1647517648831656&type=3	facebook.com	2015-12-04T12:29:35+0000	1449232175	2015-12-04 13:29:35	35	35	0	0	0	0	1	0	36	1645390789044342_1647517648831656	https://www.facebook.com/groups/1645390789044342/permalink/1647517648831656/
link	c8fb2b076031c48315c028c03e91e3f313e7fc83	dcbb9b3b5f21845a4668baa5cf4b17c96a61fe38	Lo que aprendimos en Brasil... por Raul Olivan  	https://external.xx.fbcdn.net/safe_image.php?d=AQDhnukfhr3Vql1p&w=130&h=130&url=http%3A%2F%2Fimages.eldiario.es%2Faragon%2Fopinion%2Fpalafitas_EDIIMA20151203_0698_3.jpg&cfs=1	http://www.eldiario.es/aragon/elprismatico/aprendimos-Brasil-Innovacion-Ciudadana_6_458864138.html	eldiario.es	2015-12-04T09:40:50+0000	1449222050	2015-12-04 10:40:50	19	19	0	0	0	0	3	0	22	1645390789044342_1647492675500820	https://www.facebook.com/groups/1645390789044342/permalink/1647492675500820/
video	ce5ade29dd90143c3ea8153e9e09c6c19425b494	ba5b4e1f0057bf0f8f6f95cd843bc320e077287c		https://external.xx.fbcdn.net/safe_image.php?d=AQAstwWqfJbZ39UR&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2F4GX6a2WEA1Q%2Fmaxresdefault.jpg&cfs=1	https://www.youtube.com/watch?v=4GX6a2WEA1Q	youtube.com	2015-12-04T01:28:57+0000	1449192537	2015-12-04 02:28:57	1	1	0	0	0	0	0	0	1	1645390789044342_1647375838845837	https://www.facebook.com/groups/1645390789044342/permalink/1647375838845837/
video	ce5ade29dd90143c3ea8153e9e09c6c19425b494	ba5b4e1f0057bf0f8f6f95cd843bc320e077287c		https://external.xx.fbcdn.net/safe_image.php?d=AQBDg_mLgHOSWNTJ&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2Fvdb4XGVTHkE%2Fmaxresdefault.jpg&cfs=1	https://www.youtube.com/watch?v=vdb4XGVTHkE	youtube.com	2015-12-04T01:27:46+0000	1449192466	2015-12-04 02:27:46	2	2	0	0	0	0	0	0	2	1645390789044342_1647375762179178	https://www.facebook.com/groups/1645390789044342/permalink/1647375762179178/
status	78e439ea167e0bdbf519903ff194d5382173644b	6e6ea31ad649f9b750e86fc53d9abeebc90ed7dc	Pra quem queria saber do grupo que falei na grande conversa que tivemos no terraço!  ;)  https://www.facebook.com/groups/1523425707890408/				2015-12-03T17:18:36+0000	1449163116	2015-12-03 18:18:36	6	6	5	5	3	2	0	3	14	1645390789044342_1647300302186724	https://www.facebook.com/groups/1645390789044342/permalink/1647300302186724/
status	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Alou LABICBR_ conversando hj com o Secretário de Governo da minha cidade_ olhem que linda notícia_ Felipe González González!   _Mudando de assunto. Tenho uma noticia boa! Ontem o prefeito me autorizou a utilizar aquele espaço ao lado do Exyra pra fazermos uma área pros skatistas. Quero que vc toque este projeto comigo._				2015-12-03T13:47:04+0000	1449150424	2015-12-03 14:47:04	19	19	5	5	5	0	0	11	35	1645390789044342_1647260592190695	https://www.facebook.com/groups/1645390789044342/permalink/1647260592190695/
link	8fcd85bcf2722e3614467f0ef90290c693ec940b	846bd61b20f20d130c7454a6652586a36a5cf53b	Ey gente!  Comparto la información sobre los Encuentros Internacionales de Diseño para el Desarrollo. Las inscripciones están abiertas para Botswana_ Uganda y Amazonas (Brasil).   + Información 		http://www.idin.org/idds/participate/apply-now	idin.org	2015-12-03T13:00:35+0000	1449147635	2015-12-03 14:00:35	16	16	2	2	2	0	0	1	19	1645390789044342_1647248838858537	https://www.facebook.com/groups/1645390789044342/permalink/1647248838858537/
video	d4c565733335c33c04588440a9f4d0d81cf4e724	9ae464bb3310ac0e9c07d730aacae63054f0aba7	Olá queridos! Segue um vídeo de uma banda que toco aqui em Belo Horizonte. <3	https://external.xx.fbcdn.net/safe_image.php?d=AQBcXrRt0AgZfT0e&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FGM_il8a6MXM%2Fmaxresdefault.jpg&cfs=1	https://www.youtube.com/watch?v=GM_il8a6MXM&feature=youtu.be	youtube.com	2015-12-02T22:25:36+0000	1449095136	2015-12-02 23:25:36	9	9	5	5	2	3	0	2	16	1645390789044342_1647130368870384	https://www.facebook.com/groups/1645390789044342/permalink/1647130368870384/
photo	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Lá do Berlim!	https://scontent.xx.fbcdn.net/hphotos-xtf1/v/t1.0-0/s130x130/12316330_787392861370874_3793995912053709413_n.jpg?oh=d91806045c205a25d15adc7c6a9dd5b2&oe=56E5FD1B	https://www.facebook.com/uerj.iesp/photos/a.376638005779697.1073741825.208981539212012/787392861370874/?type=3	facebook.com	2015-12-03T11:32:00+0000	1449142320	2015-12-03 12:32:00	4	4	0	0	0	0	0	0	4	1645390789044342_1647233482193406	https://www.facebook.com/groups/1645390789044342/permalink/1647233482193406/
video	c89f9b707fa29d407d7c53dcd2e3345ad850d462	09b6c1cabf82b678ed2a66e8c2b4fd6071ae9eac	<3	https://scontent.xx.fbcdn.net/hvthumb-xat1/v/t15.0-10/s130x130/11085941_862412090497926_995462916_n.jpg?oh=8338b4add09b5a6a8d8bbf8fad9566bd&oe=56EA701C	https://www.facebook.com/canalmoritzptnet/videos/862381397167662/	facebook.com	2015-12-02T18:45:17+0000	1449081917	2015-12-02 19:45:17	6	6	2	2	2	0	0	0	8	1645390789044342_1647102555539832	https://www.facebook.com/groups/1645390789044342/permalink/1647102555539832/
status	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Tipo LABICBR_ tirando onda!				2015-12-03T03:15:59+0000	1449112559	2015-12-03 04:15:59	1	1	0	0	0	0	0	0	1	1645390789044342_1647167288866692	https://www.facebook.com/groups/1645390789044342/permalink/1647167288866692/
photo	3f1c697aa03b6dfd46eea133deb938fd9c8d2de4	65fddb92676c7904276e238049a6491336109a03	Procurados!rs  #hackersdasruas  Foto: Laura Moraes	https://scontent.xx.fbcdn.net/hphotos-xap1/v/t1.0-0/s130x130/12313699_10205391170438079_1757611642784719825_n.jpg?oh=8c486df73696e89cb07929189cda852d&oe=56DF8B80	https://www.facebook.com/photo.php?fbid=10205391170438079&set=gm.1647160205534067&type=3	facebook.com	2015-12-03T02:20:59+0000	1449109259	2015-12-03 03:20:59	18	18	8	8	4	4	2	6	34	1645390789044342_1647160205534067	https://www.facebook.com/groups/1645390789044342/permalink/1647160205534067/
video	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Sai do nosso caminho!	https://scontent.xx.fbcdn.net/hvthumb-xtp1/v/t15.0-10/s130x130/11413870_10153205735836219_167762354_n.jpg?oh=1185ed34c8adc46e8db99be0c1c8452b&oe=571B140F	https://www.facebook.com/video.php?v=930273430362378	facebook.com	2015-12-03T02:19:24+0000	1449109164	2015-12-03 03:19:24	1	1	0	0	0	0	0	0	1	1645390789044342_1647160025534085	https://www.facebook.com/groups/1645390789044342/permalink/1647160025534085/
photo	bc41155588fca8cbd400c86ae6f87ef2bc43f4d5	5fc080d7ed227263466d8aec3fe4a9fa05749780	Muchachos!!!!!! (y)	https://scontent.xx.fbcdn.net/hphotos-xat1/v/t1.0-0/s130x130/12316138_980320805367515_298697494712796849_n.jpg?oh=ec484c82adf38424b5d346fa2ba72527&oe=571A7DA8	https://www.facebook.com/photo.php?fbid=980320805367515&set=gm.1647132555536832&type=3	facebook.com	2015-12-02T22:46:42+0000	1449096402	2015-12-02 23:46:42	12	12	3	3	1	2	1	1	17	1645390789044342_1647132555536832	https://www.facebook.com/groups/1645390789044342/permalink/1647132555536832/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8					2015-11-30T15:15:21+0000	1448896521	2015-11-30 16:15:21	10	10	4	4	4	0	0	0	14	1645390789044342_1646610355589052	https://www.facebook.com/groups/1645390789044342/permalink/1646610355589052/
photo	bc41155588fca8cbd400c86ae6f87ef2bc43f4d5	5fc080d7ed227263466d8aec3fe4a9fa05749780	Hiperguardiões o/	https://scontent.xx.fbcdn.net/hphotos-xpa1/v/t1.0-0/s130x130/12342812_980318302034432_8896713542518659572_n.jpg?oh=12991e09e06484db17627aea7419fb6b&oe=56D7BA38	https://www.facebook.com/photo.php?fbid=980318302034432&set=gm.1647131252203629&type=3	facebook.com	2015-12-02T22:35:03+0000	1449095703	2015-12-02 23:35:03	13	13	2	2	2	0	1	4	20	1645390789044342_1647131252203629	https://www.facebook.com/groups/1645390789044342/permalink/1647131252203629/
link	c89f9b707fa29d407d7c53dcd2e3345ad850d462	09b6c1cabf82b678ed2a66e8c2b4fd6071ae9eac	:)	https://external.xx.fbcdn.net/safe_image.php?d=AQDIHYW1Jush8jMW&url=http%3A%2F%2F38.media.tumblr.com%2Ff838994fc9153fb343a6b5292dc32068%2Ftumblr_nn44y6OVEG1u25r3mo1_400.gif	http://38.media.tumblr.com/f838994fc9153fb343a6b5292dc32068/tumblr_nn44y6OVEG1u25r3mo1_400.gif	38.media.tumblr.com	2015-12-02T22:24:03+0000	1449095043	2015-12-02 23:24:03	4	4	0	0	0	0	0	0	4	1645390789044342_1647130245537063	https://www.facebook.com/groups/1645390789044342/permalink/1647130245537063/
video	78e439ea167e0bdbf519903ff194d5382173644b	6e6ea31ad649f9b750e86fc53d9abeebc90ed7dc		https://external.xx.fbcdn.net/safe_image.php?d=AQDbLit65nvxDJkB&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2F5VkcRR9eiOw%2Fhqdefault.jpg&cfs=1&sx=92&sy=0&sw=360&sh=360	https://www.youtube.com/watch?v=5VkcRR9eiOw	youtube.com	2015-12-02T17:56:14+0000	1449078974	2015-12-02 18:56:14	5	5	3	3	3	0	0	2	10	1645390789044342_1647096238873797	https://www.facebook.com/groups/1645390789044342/permalink/1647096238873797/
video	24770810b59ef3805de423635f7b22bed4ac74e0	65581b985e9f5776d05bb111b62094cfcaa53619	Queridxs amigxs_ acordei hoje já em casa com essa música na cabeça_ queria compartilhá-la com vocês_ com um profundo sentimento de gratidão por tudo o que vivemos no Rio. _E eu ainda nem sei se acordei desse sonho pra saber o que foi que  aconteceu_.	https://external.xx.fbcdn.net/safe_image.php?d=AQAlI3jHmrn1a_-6&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FWlatHB9jZ1g%2Fmaxresdefault.jpg&cfs=1	http://youtu.be/WlatHB9jZ1g	youtu.be	2015-12-01T13:26:23+0000	1448976383	2015-12-01 14:26:23	19	19	7	7	7	0	0	10	36	1645390789044342_1646816425568445	https://www.facebook.com/groups/1645390789044342/permalink/1646816425568445/
status	be92952068569366a1fed18539aabefb4cc5dd5c	c6bfd544e233c6e82a61235c967c9df370e17228	Élbio Ribeiro!!! Aprimoramento de metodologia para o caso de redes livres no RJ - tradução de materail ao portugues!				2015-12-02T15:15:29+0000	1449069329	2015-12-02 16:15:29	2	2	4	4	2	2	0	2	8	1645390789044342_1647065178876903	https://www.facebook.com/groups/1645390789044342/permalink/1647065178876903/
