type	from_id	from_name	post_message	picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes	likes_count_fb	comments_count_fb	comments_all	comments_base	comments_replies	shares	comment_likes	engagement	post_id	post_link
video	d4c565733335c33c04588440a9f4d0d81cf4e724	9ae464bb3310ac0e9c07d730aacae63054f0aba7	Olá queridos! Segue um vídeo de uma banda que toco aqui em Belo Horizonte. <3	https://external.xx.fbcdn.net/safe_image.php?d=AQBcXrRt0AgZfT0e&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FGM_il8a6MXM%2Fmaxresdefault.jpg&cfs=1	https://www.youtube.com/watch?v=GM_il8a6MXM&feature=youtu.be	youtube.com	2015-12-02T22:25:36+0000	1449095136	2015-12-02 23:25:36	9	9	5	5	2	3	0	2	16	1645390789044342_1647130368870384	https://www.facebook.com/groups/1645390789044342/permalink/1647130368870384/
photo	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Lá do Berlim!	https://scontent.xx.fbcdn.net/hphotos-xtf1/v/t1.0-0/s130x130/12316330_787392861370874_3793995912053709413_n.jpg?oh=d5f252661f77cbc8c0efe5eaa01f55db&oe=570D8A1B	https://www.facebook.com/uerj.iesp/photos/a.376638005779697.1073741825.208981539212012/787392861370874/?type=3	facebook.com	2015-12-03T11:32:00+0000	1449142320	2015-12-03 12:32:00	4	4	0	0	0	0	0	0	4	1645390789044342_1647233482193406	https://www.facebook.com/groups/1645390789044342/permalink/1647233482193406/
video	c89f9b707fa29d407d7c53dcd2e3345ad850d462	09b6c1cabf82b678ed2a66e8c2b4fd6071ae9eac	<3	https://scontent.xx.fbcdn.net/hvthumb-xat1/v/t15.0-10/s130x130/11085941_862412090497926_995462916_n.jpg?oh=ecad57c9b820adfb63691d39219069c8&oe=5711FD1C	https://www.facebook.com/canalmoritzptnet/videos/862381397167662/	facebook.com	2015-12-02T18:45:17+0000	1449081917	2015-12-02 19:45:17	6	6	2	2	2	0	0	0	8	1645390789044342_1647102555539832	https://www.facebook.com/groups/1645390789044342/permalink/1647102555539832/
status	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Tipo LABICBR_ tirando onda!				2015-12-03T03:15:59+0000	1449112559	2015-12-03 04:15:59	1	1	0	0	0	0	0	0	1	1645390789044342_1647167288866692	https://www.facebook.com/groups/1645390789044342/permalink/1647167288866692/
photo	3f1c697aa03b6dfd46eea133deb938fd9c8d2de4	65fddb92676c7904276e238049a6491336109a03	Procurados!rs  #hackersdasruas  Foto: Laura Moraes	https://scontent.xx.fbcdn.net/hphotos-xap1/v/t1.0-0/s130x130/12313699_10205391170438079_1757611642784719825_n.jpg?oh=8c486df73696e89cb07929189cda852d&oe=56DF8B80	https://www.facebook.com/photo.php?fbid=10205391170438079&set=gm.1647160205534067&type=3	facebook.com	2015-12-03T02:20:59+0000	1449109259	2015-12-03 03:20:59	18	18	8	8	4	4	2	6	34	1645390789044342_1647160205534067	https://www.facebook.com/groups/1645390789044342/permalink/1647160205534067/
video	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Sai do nosso caminho!	https://scontent.xx.fbcdn.net/hvthumb-xtp1/v/t15.0-10/s130x130/11413870_10153205735836219_167762354_n.jpg?oh=1185ed34c8adc46e8db99be0c1c8452b&oe=571B140F	https://www.facebook.com/video.php?v=930273430362378	facebook.com	2015-12-03T02:19:24+0000	1449109164	2015-12-03 03:19:24	1	1	0	0	0	0	0	0	1	1645390789044342_1647160025534085	https://www.facebook.com/groups/1645390789044342/permalink/1647160025534085/
photo	bc41155588fca8cbd400c86ae6f87ef2bc43f4d5	5fc080d7ed227263466d8aec3fe4a9fa05749780	Muchachos!!!!!! (y)	https://scontent.xx.fbcdn.net/hphotos-xat1/v/t1.0-0/s130x130/12316138_980320805367515_298697494712796849_n.jpg?oh=ec484c82adf38424b5d346fa2ba72527&oe=571A7DA8	https://www.facebook.com/photo.php?fbid=980320805367515&set=gm.1647132555536832&type=3	facebook.com	2015-12-02T22:46:42+0000	1449096402	2015-12-02 23:46:42	12	12	3	3	1	2	1	1	17	1645390789044342_1647132555536832	https://www.facebook.com/groups/1645390789044342/permalink/1647132555536832/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8					2015-11-30T15:15:21+0000	1448896521	2015-11-30 16:15:21	10	10	4	4	4	0	0	0	14	1645390789044342_1646610355589052	https://www.facebook.com/groups/1645390789044342/permalink/1646610355589052/
photo	bc41155588fca8cbd400c86ae6f87ef2bc43f4d5	5fc080d7ed227263466d8aec3fe4a9fa05749780	Hiperguardiões o/	https://scontent.xx.fbcdn.net/hphotos-xpa1/v/t1.0-0/s130x130/12342812_980318302034432_8896713542518659572_n.jpg?oh=12991e09e06484db17627aea7419fb6b&oe=56D7BA38	https://www.facebook.com/photo.php?fbid=980318302034432&set=gm.1647131252203629&type=3	facebook.com	2015-12-02T22:35:03+0000	1449095703	2015-12-02 23:35:03	13	13	2	2	2	0	1	4	20	1645390789044342_1647131252203629	https://www.facebook.com/groups/1645390789044342/permalink/1647131252203629/
link	c89f9b707fa29d407d7c53dcd2e3345ad850d462	09b6c1cabf82b678ed2a66e8c2b4fd6071ae9eac	:)	https://external.xx.fbcdn.net/safe_image.php?d=AQDIHYW1Jush8jMW&url=http%3A%2F%2F38.media.tumblr.com%2Ff838994fc9153fb343a6b5292dc32068%2Ftumblr_nn44y6OVEG1u25r3mo1_400.gif	http://38.media.tumblr.com/f838994fc9153fb343a6b5292dc32068/tumblr_nn44y6OVEG1u25r3mo1_400.gif	38.media.tumblr.com	2015-12-02T22:24:03+0000	1449095043	2015-12-02 23:24:03	4	4	0	0	0	0	0	0	4	1645390789044342_1647130245537063	https://www.facebook.com/groups/1645390789044342/permalink/1647130245537063/
video	78e439ea167e0bdbf519903ff194d5382173644b	6e6ea31ad649f9b750e86fc53d9abeebc90ed7dc		https://external.xx.fbcdn.net/safe_image.php?d=AQDbLit65nvxDJkB&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2F5VkcRR9eiOw%2Fhqdefault.jpg&cfs=1&sx=92&sy=0&sw=360&sh=360	https://www.youtube.com/watch?v=5VkcRR9eiOw	youtube.com	2015-12-02T17:56:14+0000	1449078974	2015-12-02 18:56:14	5	5	3	3	3	0	0	2	10	1645390789044342_1647096238873797	https://www.facebook.com/groups/1645390789044342/permalink/1647096238873797/
video	24770810b59ef3805de423635f7b22bed4ac74e0	65581b985e9f5776d05bb111b62094cfcaa53619	Queridxs amigxs_ acordei hoje já em casa com essa música na cabeça_ queria compartilhá-la com vocês_ com um profundo sentimento de gratidão por tudo o que vivemos no Rio. _E eu ainda nem sei se acordei desse sonho pra saber o que foi que  aconteceu_.	https://external.xx.fbcdn.net/safe_image.php?d=AQAlI3jHmrn1a_-6&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FWlatHB9jZ1g%2Fmaxresdefault.jpg&cfs=1	http://youtu.be/WlatHB9jZ1g	youtu.be	2015-12-01T13:26:23+0000	1448976383	2015-12-01 14:26:23	19	19	7	7	7	0	0	10	36	1645390789044342_1646816425568445	https://www.facebook.com/groups/1645390789044342/permalink/1646816425568445/
status	be92952068569366a1fed18539aabefb4cc5dd5c	c6bfd544e233c6e82a61235c967c9df370e17228	Élbio Ribeiro!!! Aprimoramento de metodologia para o caso de redes livres no RJ - tradução de materail ao portugues!				2015-12-02T15:15:29+0000	1449069329	2015-12-02 16:15:29	2	2	4	4	2	2	0	2	8	1645390789044342_1647065178876903	https://www.facebook.com/groups/1645390789044342/permalink/1647065178876903/
status	78e439ea167e0bdbf519903ff194d5382173644b	6e6ea31ad649f9b750e86fc53d9abeebc90ed7dc	(R)Existe vida en lá Ibero-américa  Onde foram parar todas as partes do meu coração? Que música é essa? Que dor é essa? Que saudade! Que chorosa canção!  No meu peito a marca De cada momento De cada detalhe.  O subir da Maré_ Uma inconformada Cidade de Deus_ Uma Santa Cruz em luta.  No meu coração e na Unirio A rádio livre já se escuta E a canção que toca É da disputa_ disputa!  Com todas tuas idéias Propomos alguns caminhos. Ao suspender os jardins A comunidade sentiu: “Não estamos sozinhos!”.  Pra político que sorria Fizemos cargografia. Pras comunidades insatisfeitas Rede mesh até pras tia.  Uma armadilha pro aedes a importância nem se mede. Na escola Aprender brincando é o que se pede.  No Capanema Antes de pensar_ se sentia Arte e motivação. A Vale_ na paisagem_ nos lembrava Dor e indignação.  Lembrava também a TKSA_ Ter que lutar pra respirar! A necessidade de hiperguardiões A revolta dos pescadores E suas motivações.  Na cidade virtual Os problemas são reais. Nas praças_ Nas favelas_ No cais.  Lembrar da minha Fortaleza Messejana_ Curió_ Também me doeu demais. 12 seres 12 jovens 12 trajetórias que o sistema desfaz.  No peito vazio Há uma pilha de fôlego_ de ar. A sinergia de 15 dias Ainda inspira_ faz suspirar.  Ed rock queria ser um mágico De oz. Bom começo uma caixa mágica Pra ter voz.  Cada idéia_ cada pessoa Cada conversa_ cada afeto Cada carinho_ cada trajeto Cada conflito_ cada objeto Cada ser_ cada olhar Rir muito e gargalhar!  Essa farofa à brasileira que rolou Toda essa fita que passou Me fez vir aqui pra falar: Ibero-América_ Nunca é tarde pra sonhar!				2015-12-01T20:31:22+0000	1449001882	2015-12-01 21:31:22	23	23	9	9	9	0	1	13	46	1645390789044342_1646891052227649	https://www.facebook.com/groups/1645390789044342/permalink/1646891052227649/
link	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Posso compartilhar meu trabalho com vocês_ alguns deles estão nesta página. Da um confere! Bjs!	https://scontent.xx.fbcdn.net/hprofile-xpa1/v/t1.0-1/c0.1.695.695/s200x200/1512724_626954330673931_953146398_n.jpg?oh=4e98f372a28eddc9128daae336579bbc&oe=56DAAD73	https://www.facebook.com/estudofino/	facebook.com	2015-12-02T14:17:55+0000	1449065875	2015-12-02 15:17:55	6	6	0	0	0	0	0	0	6	1645390789044342_1647055068877914	https://www.facebook.com/groups/1645390789044342/permalink/1647055068877914/
photo	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Olha aí nossa quadra sendo reformada. Tecnologia movendo montanhas!   https://m.facebook.com/story.php?story_fbid=933613803389249&id=669169753166990	https://scontent.xx.fbcdn.net/hphotos-xfp1/v/t1.0-0/s130x130/12295518_933613676722595_4330439015413732843_n.jpg?oh=3949a7eb8fc1c3f96b16399292e4efd2&oe=5717AC66	https://www.facebook.com/noticiascoroadoebrasilandia/photos/a.764053703678594.1073741831.669169753166990/933613676722595/?type=3	facebook.com	2015-12-02T13:16:48+0000	1449062208	2015-12-02 14:16:48	7	7	0	0	0	0	0	0	7	1645390789044342_1647043935545694	https://www.facebook.com/groups/1645390789044342/permalink/1647043935545694/
photo	3a6d7f19de7db3e8155fb78901bc9e97f89eb2b5	afe6e1ebcab2d359d26627e7de7d068eac419e77	Josefina Jiménez shared Arnaldo Antunes_s photo to the group: Labicbr paralelo.	https://scontent.xx.fbcdn.net/hphotos-xaf1/v/t1.0-0/p130x130/12289580_947073382039752_6799147734681148573_n.jpg?oh=4b756d59c6f16585557d84bd267572dd&oe=571A96D2	https://www.facebook.com/arnaldo.antunes/photos/a.178166738930424.45524.172660919481006/947073382039752/?type=3	facebook.com	2015-12-02T13:14:17+0000	1449062057	2015-12-02 14:14:17	6	6	0	0	0	0	0	0	6	1645390789044342_1647043615545726	https://www.facebook.com/groups/1645390789044342/permalink/1647043615545726/
link	dd2805394bf504745a46feb610ae23d2be73379e	2dc93113cfa8be428c4595e37eaa371a465e22e4	un clássico de la literatura portuñola  :::  == Portuñeleta n1 ==  Trot_ trot_ trot lá vieñe lo cavaliño upa-upa Por el prado del monte del Corcovado. Come a cá_ relincha a lá brrrr_ brrrrr. El vaquero se monta en él_ hoy toca comer pastel.   Frigolito con Barro_ 1958_ El Salvador imortalissato en: 		https://raw.githubusercontent.com/ttm/caixamagica/master/txt/portuneletas.txt	raw.githubusercontent.com	2015-12-02T12:48:58+0000	1449060538	2015-12-02 13:48:58	2	2	2	2	2	0	0	1	5	1645390789044342_1647039992212755	https://www.facebook.com/groups/1645390789044342/permalink/1647039992212755/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	== deste grupo_ hoje ==  aqui a rede de amizades: https://github.com/ttm/social/blob/master/imgs/labicbrpll30Nov2015.png (tamanho segundo grau/número de amigos e cor segundo excentricidade/distância máxima em amizades) e aqui a rede de interações: https://github.com/ttm/social/blob/master/imgs/labicbrpll30Nov2015_interactions.png (tamanho segundo grau/número de interações e cor segundo clusterização/fração dos adjacentes que estao conectados entre si.) deste grupo. Dados aqui: https://github.com/ttm/social/tree/master/data/fb/labicbrpll/30Nov2015 puxados com o netvizz: https://apps.facebook.com/netvizz/ e imgs renderizadas com o gephi https://en.wikipedia.org/wiki/Gephi.				2015-11-30T18:38:11+0000	1448908691	2015-11-30 19:38:11	22	23	16	15	8	7	0	12	49	1645390789044342_1646648972251857	https://www.facebook.com/groups/1645390789044342/permalink/1646648972251857/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	As ultimas 30 fotos do Labic. Talvez depois poste as outras.				2015-11-30T15:15:16+0000	1448896516	2015-11-30 16:15:16	14	14	2	2	2	0	1	2	19	1645390789044342_1646610282255726	https://www.facebook.com/groups/1645390789044342/permalink/1646610282255726/
status	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Hackiando				2015-11-30T14:36:54+0000	1448894214	2015-11-30 15:36:54	12	12	0	0	0	0	0	0	12	1645390789044342_1646596842257070	https://www.facebook.com/groups/1645390789044342/permalink/1646596842257070/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	Estamos jah adentrando ao estado de spaulo_ eu e Guilherme _cravelho_ Lunhani. Bj p tds_ sdds jah				2015-11-29T23:12:13+0000	1448838733	2015-11-30 00:12:13	10	10	1	1	1	0	0	1	12	1645390789044342_1646424268940994	https://www.facebook.com/groups/1645390789044342/permalink/1646424268940994/
status	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Ontem foi bom_ mas quero saber qual vai ser a piração de hoje!				2015-11-27T13:12:50+0000	1448629970	2015-11-27 14:12:50	5	5	2	2	2	0	0	4	11	1645390789044342_1645839165666171	https://www.facebook.com/groups/1645390789044342/permalink/1645839165666171/
video	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Relikia das antiga! Só reconhece quem conhece! Hoje tem baile funk? Tem sim senhor. Quem é do Rio sabe o Poder do Funk!  Massa funkeira não me leve a mal! Vem com paz e amor curtir o festival!	https://external.xx.fbcdn.net/safe_image.php?d=AQDLHRgROfrageQM&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FwmU_NukSeD0%2Fhqdefault.jpg&cfs=1	https://youtu.be/wmU_NukSeD0	youtu.be	2015-11-27T16:20:56+0000	1448641256	2015-11-27 17:20:56	4	4	1	1	1	0	0	1	6	1645390789044342_1645872092329545	https://www.facebook.com/groups/1645390789044342/permalink/1645872092329545/
status	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Agora vamos comprar 90 reais de cerveja e levar pra piscina. Pagode na laje!				2015-11-26T23:06:03+0000	1448579163	2015-11-27 00:06:03	8	8	5	5	5	0	0	4	17	1645390789044342_1645718342344920	https://www.facebook.com/groups/1645390789044342/permalink/1645718342344920/
status	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Quem quer zuar hj curte like quem quer namorar Compartilhe!!!				2015-11-26T17:29:44+0000	1448558984	2015-11-26 18:29:44	13	13	5	5	3	2	0	0	18	1645390789044342_1645650862351668	https://www.facebook.com/groups/1645390789044342/permalink/1645650862351668/
photo	c155fd517c5e383f2e5abc1ede7026c5739a9f52	bbdeca937f892aa73778fb187c5bd50049b7193e		https://scontent.xx.fbcdn.net/hphotos-xap1/v/t1.0-0/s130x130/12308421_10156185586670526_2601068803841189206_n.jpg?oh=bf574d29ca7bc463e6a4235539c89221&oe=56D85037	https://www.facebook.com/photo.php?fbid=10156185586670526&set=gm.1645701452346609&type=3	facebook.com	2015-11-26T20:54:03+0000	1448571243	2015-11-26 21:54:03	1	1	0	0	0	0	0	0	1	1645390789044342_1645701452346609	https://www.facebook.com/groups/1645390789044342/permalink/1645701452346609/
video	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Estoy enamorado en LABIC...	https://external.xx.fbcdn.net/safe_image.php?d=AQDwxnhQWGcbhJxR&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2Fx1gH7wNFFPc%2Fhqdefault.jpg&cfs=1&sx=115&sy=0&sw=360&sh=360	https://youtu.be/x1gH7wNFFPc	youtu.be	2015-11-26T17:50:17+0000	1448560217	2015-11-26 18:50:17	8	8	0	0	0	0	0	0	8	1645390789044342_1645655475684540	https://www.facebook.com/groups/1645390789044342/permalink/1645655475684540/
link	f807a750edadc938c4a1705987f5e9c3ae6f2415	0c59c4aaa3e302de57d9d8bcd8f9be369e5fd20c	Tenho ingressos com descontos para participantes do LabicBR para o Show de Rock no Bar Rock Experience_ na Lapa. Serão 3 bandas: Piazzas_ BR 080_ Música Urbana. A BR080 é a banda de um amigo nosso de Brasília.  Quem quiser fale comigo na hora do almoço ou à tarde.  R$ 15_00 para participantes do LABIC que comprarem antes. (R$ 35_00 na hora)  Rua Riachuelo_ 20 - Lapa 	https://external.xx.fbcdn.net/safe_image.php?d=AQAllqq-UXYYV-bR&w=130&h=130&url=http%3A%2F%2Frockexperience.com.br%2Frio%2Fwp-content%2Fuploads%2F2015%2F05%2FIcon-recortada.gif&cfs=1	http://rockexperience.com.br/rio/	rockexperience.com.br	2015-11-26T15:44:32+0000	1448552672	2015-11-26 16:44:32	3	3	1	1	1	0	0	0	4	1645390789044342_1645630139020407	https://www.facebook.com/groups/1645390789044342/permalink/1645630139020407/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	para todos adicionarem todos que lembrarem aqui para mentermos os contatos minimamente.				2015-11-25T19:45:42+0000	1448480742	2015-11-25 20:45:42	12	12	0	0	0	0	0	0	12	1645390789044342_1645391072377647	https://www.facebook.com/groups/1645390789044342/permalink/1645391072377647/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	grupo para os participantes do labicbr (2015) manterem contatos.				2015-11-25T19:44:50+0000	1448480690	2015-11-25 20:44:50	6	6	0	0	0	0	0	0	6	1645390789044342_1645391005710987	https://www.facebook.com/groups/1645390789044342/permalink/1645391005710987/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8					2015-11-25T19:44:20+0000	1448480660	2015-11-25 20:44:20	5	5	0	0	0	0	0	0	5	1645390789044342_1645390965710991	https://www.facebook.com/groups/1645390789044342/permalink/1645390965710991/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	Renato Fabbri created the group Labicbr paralelo.				2015-11-25T19:43:17+0000	1448480597	2015-11-25 20:43:17	2	2	0	0	0	0	0	0	2	1645390789044342_1645390792377675	https://www.facebook.com/groups/1645390789044342/permalink/1645390792377675/
